oblast_id,raion_id,hromada_id,hromada_name,hromada_geo_id,has_adm3_geometry,parent_link_status
UA01,UA0102,UA01020010000048857,Андріївська територіальна громада,0102001,0,linked
UA01,UA0102,UA01020030000085835,Ароматненська територіальна громада,0102003,1,linked
UA01,UA0102,UA01020050000056842,Бахчисарайська територіальна громада,0102005,1,linked
UA01,UA0102,UA01020070000057731,Верхньосадівська територіальна громада,0102007,0,linked
UA01,UA0102,UA01020090000085519,Верхоріченська територіальна громада,0102009,1,linked
UA01,UA0102,UA01020110000025392,Вілінська територіальна громада,0102011,1,linked
UA01,UA0102,UA01020130000011846,Голубинська територіальна громада,0102013,1,linked
UA01,UA0102,UA01020150000013553,Долинненська територіальна громада,0102015,1,linked
UA01,UA0102,UA01020170000026113,Залізничненська територіальна громада,0102017,1,linked
UA01,UA0102,UA01020190000077808,Зеленівська територіальна громада,0102019,1,linked
UA01,UA0102,UA01020210000031011,Інкерманська територіальна громада,0102021,0,linked
UA01,UA0102,UA01020230000086125,Качинська територіальна громада,0102023,0,linked
UA01,UA0102,UA01020250000083187,Каштанівська територіальна громада,0102025,1,linked
UA01,UA0102,UA01020270000095791,Красномацька територіальна громада,0102027,1,linked
UA01,UA0102,UA01020290000023695,Куйбишевська територіальна громада,0102029,1,linked
UA01,UA0102,UA01020310000028500,Орлинівська територіальна громада,0102031,0,linked
UA01,UA0102,UA01020330000026857,Піщанівська територіальна громада,0102033,1,linked
UA01,UA0102,UA01020350000012924,Плодівська територіальна громада,0102035,1,linked
UA01,UA0102,UA01020370000098913,Поштівська територіальна громада,0102037,1,linked
UA01,UA0102,UA01020390000023946,Скалистівська територіальна громада,0102039,1,linked
UA01,UA0102,UA01020410000012183,Табачненська територіальна громада,0102041,1,linked
UA01,UA0102,UA01020430000077222,Тернівська територіальна громада,0102043,0,linked
UA01,UA0102,UA01020450000039196,Тінистівська територіальна громада,0102045,1,linked
UA01,UA0102,UA01020470000045027,Углівська територіальна громада,0102047,1,linked
UA01,UA0104,UA01040010000012643,Ароматнівська територіальна громада,0104001,1,linked
UA01,UA0104,UA01040030000094499,Багатівська територіальна громада,0104003,1,linked
UA01,UA0104,UA01040050000043618,Білогірська територіальна громада,0104005,1,linked
UA01,UA0104,UA01040070000067477,Василівська територіальна громада,0104007,1,linked
UA01,UA0104,UA01040090000079381,Вишенська територіальна громада,0104009,1,linked
UA01,UA0104,UA01040110000030475,Дрофинська територіальна громада,0104011,1,linked
UA01,UA0104,UA01040130000027316,Желябовська територіальна громада,0104013,1,linked
UA01,UA0104,UA01040150000027533,Жемчужинська територіальна громада,0104015,1,linked
UA01,UA0104,UA01040170000015760,Зеленогірська територіальна громада,0104017,1,linked
UA01,UA0104,UA01040190000020544,Земляничненська територіальна громада,0104019,1,linked
UA01,UA0104,UA01040210000036434,Зибинська територіальна громада,0104021,1,linked
UA01,UA0104,UA01040230000046436,Зоркінська територіальна громада,0104023,1,linked
UA01,UA0104,UA01040250000021026,Зуйська територіальна громада,0104025,1,linked
UA01,UA0104,UA01040270000034439,Іванівська територіальна громада,0104027,1,linked
UA01,UA0104,UA01040290000025831,Ізобільненська територіальна громада,0104029,1,linked
UA01,UA0104,UA01040310000067033,Кісточківська територіальна громада,0104031,1,linked
UA01,UA0104,UA01040330000019963,Кримськорозівська територіальна громада,0104033,1,linked
UA01,UA0104,UA01040350000026880,Криничненська територіальна громада,0104035,1,linked
UA01,UA0104,UA01040370000093220,Курська територіальна громада,0104037,1,linked
UA01,UA0104,UA01040390000094458,Листвинська територіальна громада,0104039,1,linked
UA01,UA0104,UA01040410000039649,Мельнична територіальна громада,0104041,1,linked
UA01,UA0104,UA01040430000084830,Митрофанівська територіальна громада,0104043,1,linked
UA01,UA0104,UA01040450000033279,Михайлівська територіальна громада,0104045,1,linked
UA01,UA0104,UA01040470000054380,Мічурінська територіальна громада,0104047,1,linked
UA01,UA0104,UA01040490000050783,Муромська територіальна громада,0104049,1,linked
UA01,UA0104,UA01040510000040948,Нижньогірська територіальна громада,0104051,1,linked
UA01,UA0104,UA01040530000066139,Новогригорівська територіальна громада,0104053,1,linked
UA01,UA0104,UA01040550000033125,Новожилівська територіальна громада,0104055,1,linked
UA01,UA0104,UA01040570000042023,Омелянівська територіальна громада,0104057,1,linked
UA01,UA0104,UA01040590000047581,Охотська територіальна громада,0104059,1,linked
UA01,UA0104,UA01040610000061821,Пшеничненська територіальна громада,0104061,1,linked
UA01,UA0104,UA01040630000018582,Русаківська територіальна громада,0104063,1,linked
UA01,UA0104,UA01040650000030704,Садова територіальна громада,0104065,1,linked
UA01,UA0104,UA01040670000061265,Уварівська територіальна громада,0104067,1,linked
UA01,UA0104,UA01040690000074143,Цвіточненська територіальна громада,0104069,1,linked
UA01,UA0104,UA01040710000052728,Чкаловська територіальна громада,0104071,1,linked
UA01,UA0104,UA01040730000084787,Чорнопільська територіальна громада,0104073,1,linked
UA01,UA0104,UA01040750000059611,Якимівська територіальна громада,0104075,1,linked
UA01,UA0106,UA01060010000036566,Азовська територіальна громада,0106001,1,linked
UA01,UA0106,UA01060030000038531,Вільненська територіальна громада,0106003,1,linked
UA01,UA0106,UA01060050000010421,Джанкойська територіальна громада,0106005,1,linked
UA01,UA0106,UA01060070000050618,Єрмаківська територіальна громада,0106007,1,linked
UA01,UA0106,UA01060090000040099,Завіто-Ленінська територіальна громада,0106009,1,linked
UA01,UA0106,UA01060110000056995,Зарічненська територіальна громада,0106011,1,linked
UA01,UA0106,UA01060130000083087,Ізумруднівська територіальна громада,0106013,1,linked
UA01,UA0106,UA01060150000096126,Кіндратівська територіальна громада,0106015,1,linked
UA01,UA0106,UA01060170000087883,Кримківська територіальна громада,0106017,1,linked
UA01,UA0106,UA01060190000037533,Лобанівська територіальна громада,0106019,1,linked
UA01,UA0106,UA01060210000015881,Луганська територіальна громада,0106021,1,linked
UA01,UA0106,UA01060230000090283,Майська територіальна громада,0106023,1,linked
UA01,UA0106,UA01060250000010093,Маслівська територіальна громада,0106025,1,linked
UA01,UA0106,UA01060270000057570,Медведівська територіальна громада,0106027,1,linked
UA01,UA0106,UA01060290000012729,Мирнівська територіальна громада,0106029,1,linked
UA01,UA0106,UA01060310000070223,Новокримська територіальна громада,0106031,1,linked
UA01,UA0106,UA01060330000093805,Пахарівська територіальна громада,0106033,1,linked
UA01,UA0106,UA01060350000056233,Побєдненська територіальна громада,0106035,1,linked
UA01,UA0106,UA01060370000043403,Просторненська територіальна громада,0106037,1,linked
UA01,UA0106,UA01060390000046603,Розкішненська територіальна громада,0106039,1,linked
UA01,UA0106,UA01060410000094479,Рощинська територіальна громада,0106041,1,linked
UA01,UA0106,UA01060430000047350,Світлівська територіальна громада,0106043,1,linked
UA01,UA0106,UA01060450000039619,Стальненська територіальна громада,0106045,1,linked
UA01,UA0106,UA01060470000074569,Табачненська територіальна громада,0106047,1,linked
UA01,UA0106,UA01060490000025706,Цілинна територіальна громада,0106049,1,linked
UA01,UA0106,UA01060510000014745,Чайкинська територіальна громада,0106051,1,linked
UA01,UA0106,UA01060530000083757,Ярківська територіальна громада,0106053,1,linked
UA01,UA0106,UA01060550000035996,Яркополенська територіальна громада,0106055,1,linked
UA01,UA0106,UA01060570000054277,Яснополянська територіальна громада,0106057,1,linked
UA01,UA0108,UA01080010000041994,Вересаєвська територіальна громада,0108001,1,linked
UA01,UA0108,UA01080030000045727,Веселівська територіальна громада,0108003,1,linked
UA01,UA0108,UA01080050000096676,Виноградівська територіальна громада,0108005,1,linked
UA01,UA0108,UA01080070000098272,Воробйовська територіальна громада,0108007,1,linked
UA01,UA0108,UA01080090000042257,Геройська територіальна громада,0108009,1,linked
UA01,UA0108,UA01080110000026158,Далеківська територіальна громада,0108011,1,linked
UA01,UA0108,UA01080130000045712,Добрушинська територіальна громада,0108013,1,linked
UA01,UA0108,UA01080150000090077,Євпаторійська територіальна громада,0108015,1,linked
UA01,UA0108,UA01080170000067481,Заозерненська територіальна громада,0108017,1,linked
UA01,UA0108,UA01080190000077346,Зернівська територіальна громада,0108019,1,linked
UA01,UA0108,UA01080210000085553,Іванівська територіальна громада,0108021,1,linked
UA01,UA0108,UA01080230000099101,Кіровська територіальна громада,0108023,1,linked
UA01,UA0108,UA01080250000089512,Кольцовська територіальна громада,0108025,1,linked
UA01,UA0108,UA01080270000041617,Крайненська територіальна громада,0108027,1,linked
UA01,UA0108,UA01080290000094502,Краснополянська територіальна громада,0108029,1,linked
UA01,UA0108,UA01080310000030238,Красноярська територіальна громада,0108031,1,linked
UA01,UA0108,UA01080330000045383,Кримська територіальна громада,0108033,1,linked
UA01,UA0108,UA01080350000063181,Ліснівська територіальна громада,0108035,1,linked
UA01,UA0108,UA01080370000027490,Медведівська територіальна громада,0108037,1,linked
UA01,UA0108,UA01080390000062037,Мирнівська територіальна громада,0108039,1,linked
UA01,UA0108,UA01080410000097623,Митяївська територіальна громада,0108041,1,linked
UA01,UA0108,UA01080430000040534,Міжводненська територіальна громада,0108043,1,linked
UA01,UA0108,UA01080450000078177,Молочненська територіальна громада,0108045,1,linked
UA01,UA0108,UA01080470000052776,Новоіванівська територіальна громада,0108047,1,linked
UA01,UA0108,UA01080490000088705,Новоозернівська територіальна громада,0108049,1,linked
UA01,UA0108,UA01080510000081703,Новосільська територіальна громада,0108051,1,linked
UA01,UA0108,UA01080530000095517,Новофедорівська територіальна громада,0108053,1,linked
UA01,UA0108,UA01080550000082915,Окунівська територіальна громада,0108055,1,linked
UA01,UA0108,UA01080570000060174,Оленівська територіальна громада,0108057,1,linked
UA01,UA0108,UA01080590000030182,Оріхівська територіальна громада,0108059,1,linked
UA01,UA0108,UA01080610000042551,Охотниківська територіальна громада,0108061,1,linked
UA01,UA0108,UA01080630000050017,Ромашкінська територіальна громада,0108063,1,linked
UA01,UA0108,UA01080650000098466,Сакська територіальна громада,0108065,1,linked
UA01,UA0108,UA01080670000081722,Сизівська територіальна громада,0108067,1,linked
UA01,UA0108,UA01080690000089219,Стовпівська територіальна громада,0108069,1,linked
UA01,UA0108,UA01080710000034293,Суворовська територіальна громада,0108071,1,linked
UA01,UA0108,UA01080730000098259,Уютненська територіальна громада,0108073,1,linked
UA01,UA0108,UA01080750000013468,Фрунзенська територіальна громада,0108075,1,linked
UA01,UA0108,UA01080770000058252,Чорноморська територіальна громада,0108077,1,linked
UA01,UA0108,UA01080790000011419,Штормівська територіальна громада,0108079,1,linked
UA01,UA0110,UA01100010000022797,Багерівська територіальна громада,0110001,1,linked
UA01,UA0110,UA01100030000048819,Батальненська територіальна громада,0110003,1,linked
UA01,UA0110,UA01100050000032249,Бєлінська територіальна громада,0110005,1,linked
UA01,UA0110,UA01100070000027051,Виноградненська територіальна громада,0110007,1,linked
UA01,UA0110,UA01100090000034261,Войковська територіальна громада,0110009,1,linked
UA01,UA0110,UA01100110000093635,Глазівська територіальна громада,0110011,1,linked
UA01,UA0110,UA01100130000078291,Горностаївська територіальна громада,0110013,1,linked
UA01,UA0110,UA01100150000050037,Завітненська територіальна громада,0110015,1,linked
UA01,UA0110,UA01100170000080650,Іллічівська територіальна громада,0110017,1,linked
UA01,UA0110,UA01100190000015603,Калинівська територіальна громада,0110019,1,linked
UA01,UA0110,UA01100210000043998,Керченська територіальна громада,0110021,1,linked
UA01,UA0110,UA01100230000026110,Кіровська територіальна громада,0110023,1,linked
UA01,UA0110,UA01100250000014231,Красногірська територіальна громада,0110025,1,linked
UA01,UA0110,UA01100270000099943,Ленінська територіальна громада,0110027,1,linked
UA01,UA0110,UA01100290000081734,Ленінська територіальна громада,0110029,1,linked
UA01,UA0110,UA01100310000012013,Лугівська територіальна громада,0110031,1,linked
UA01,UA0110,UA01100330000092816,Мар’ївська територіальна громада,0110033,1,linked
UA01,UA0110,UA01100350000026967,Марфівська територіальна громада,0110035,1,linked
UA01,UA0110,UA01100370000049378,Мисівська територіальна громада,0110037,1,linked
UA01,UA0110,UA01100390000084753,Новомиколаївська територіальна громада,0110039,1,linked
UA01,UA0110,UA01100410000053805,Октябрська територіальна громада,0110041,1,linked
UA01,UA0110,UA01100430000049599,Останінська територіальна громада,0110043,1,linked
UA01,UA0110,UA01100450000022147,Приозернівська територіальна громада,0110045,1,linked
UA01,UA0110,UA01100470000038508,Семисотська територіальна громада,0110047,1,linked
UA01,UA0110,UA01100490000049777,Уварівська територіальна громада,0110049,1,linked
UA01,UA0110,UA01100510000028045,Челядінівська територіальна громада,0110051,1,linked
UA01,UA0110,UA01100530000065789,Чистопільська територіальна громада,0110053,1,linked
UA01,UA0110,UA01100550000039383,Щолкінська територіальна громада,0110055,1,linked
UA01,UA0112,UA01120010000079122,Абрикосівська територіальна громада,0112001,1,linked
UA01,UA0112,UA01120030000034644,Амурська територіальна громада,0112003,1,linked
UA01,UA0112,UA01120050000065266,Войковська територіальна громада,0112005,1,linked
UA01,UA0112,UA01120070000057928,Восходненська територіальна громада,0112007,1,linked
UA01,UA0112,UA01120090000095623,Гвардійська територіальна громада,0112009,1,linked
UA01,UA0112,UA01120110000033787,Гришинська територіальна громада,0112011,1,linked
UA01,UA0112,UA01120130000039652,Зернівська територіальна громада,0112013,1,linked
UA01,UA0112,UA01120150000036675,Калінінська територіальна громада,0112015,1,linked
UA01,UA0112,UA01120170000016810,Калінінська територіальна громада,0112017,1,linked
UA01,UA0112,UA01120190000076422,Клепинінська територіальна громада,0112019,1,linked
UA01,UA0112,UA01120210000098819,Колодязянська територіальна громада,0112021,1,linked
UA01,UA0112,UA01120230000035243,Кормівська територіальна громада,0112023,1,linked
UA01,UA0112,UA01120250000088892,Котельниківська територіальна громада,0112025,1,linked
UA01,UA0112,UA01120270000085374,Красногвардійська територіальна громада,0112027,1,linked
UA01,UA0112,UA01120290000065834,Краснознам’янська територіальна громада,0112029,1,linked
UA01,UA0112,UA01120310000043492,Крестянівська територіальна громада,0112031,1,linked
UA01,UA0112,UA01120330000034700,Ленінська територіальна громада,0112033,1,linked
UA01,UA0112,UA01120350000099339,Мар’янівська територіальна громада,0112035,1,linked
UA01,UA0112,UA01120370000059657,Найдьонівська територіальна громада,0112037,1,linked
UA01,UA0112,UA01120390000018557,Новопокровська територіальна громада,0112039,1,linked
UA01,UA0112,UA01120410000015269,Октябрська територіальна громада,0112041,1,linked
UA01,UA0112,UA01120430000029864,Октябрська територіальна громада,0112043,1,linked
UA01,UA0112,UA01120450000086774,Олександрівська територіальна громада,0112045,1,linked
UA01,UA0112,UA01120470000018432,Олексіївська територіальна громада,0112047,1,linked
UA01,UA0112,UA01120490000019004,Островська територіальна громада,0112049,1,linked
UA01,UA0112,UA01120510000062733,П’ятихатська територіальна громада,0112051,1,linked
UA01,UA0112,UA01120530000036753,Первомайська територіальна громада,0112053,1,linked
UA01,UA0112,UA01120550000025973,Петрівська територіальна громада,0112055,1,linked
UA01,UA0112,UA01120570000080989,Полтавська територіальна громада,0112057,1,linked
UA01,UA0112,UA01120590000098165,Правдівська територіальна громада,0112059,1,linked
UA01,UA0112,UA01120610000042252,Рівнівська територіальна громада,0112061,1,linked
UA01,UA0112,UA01120630000081449,Сарибашівська територіальна громада,0112063,1,linked
UA01,UA0112,UA01120650000017606,Стахановська територіальна громада,0112065,1,linked
UA01,UA0112,UA01120670000055388,Степнівська територіальна громада,0112067,1,linked
UA01,UA0112,UA01120690000073011,Сусанінська територіальна громада,0112069,1,linked
UA01,UA0112,UA01120710000062117,Черновська територіальна громада,0112071,1,linked
UA01,UA0112,UA01120730000091001,Янтарненська територіальна громада,0112073,1,linked
UA01,UA0114,UA01140010000036312,Армянська територіальна громада,0114001,1,linked
UA01,UA0114,UA01140030000079824,Березівська територіальна громада,0114003,1,linked
UA01,UA0114,UA01140050000039329,Ботанічна територіальна громада,0114005,1,linked
UA01,UA0114,UA01140070000018308,Братська територіальна громада,0114007,1,linked
UA01,UA0114,UA01140090000087212,Вишнівська територіальна громада,0114009,1,linked
UA01,UA0114,UA01140110000014669,Воїнська територіальна громада,0114011,1,linked
UA01,UA0114,UA01140130000026981,Зиминська територіальна громада,0114013,1,linked
UA01,UA0114,UA01140150000038992,Іллінська територіальна громада,0114015,1,linked
UA01,UA0114,UA01140170000028225,Ішунська територіальна громада,0114017,1,linked
UA01,UA0114,UA01140190000072370,Ковильнівська територіальна громада,0114019,1,linked
UA01,UA0114,UA01140210000074823,Красноармійська територіальна громада,0114021,1,linked
UA01,UA0114,UA01140230000045556,Красноперекопська територіальна громада,0114023,1,linked
UA01,UA0114,UA01140250000078645,Кукушкінська територіальна громада,0114025,1,linked
UA01,UA0114,UA01140270000076608,Магазинська територіальна громада,0114027,1,linked
UA01,UA0114,UA01140290000079167,Новопавлівська територіальна громада,0114029,1,linked
UA01,UA0114,UA01140310000026915,Новоселівська територіальна громада,0114031,1,linked
UA01,UA0114,UA01140330000091055,Орлівська територіальна громада,0114033,1,linked
UA01,UA0114,UA01140350000069297,Почетненська територіальна громада,0114035,1,linked
UA01,UA0114,UA01140370000056734,Роздольненська територіальна громада,0114037,1,linked
UA01,UA0114,UA01140390000094724,Руч’ївська територіальна громада,0114039,1,linked
UA01,UA0114,UA01140410000056436,Серебрянська територіальна громада,0114041,1,linked
UA01,UA0114,UA01140430000075398,Славнівська територіальна громада,0114043,1,linked
